nid,vid,title
991737,992349,"Nanog Contest Puzzle"
991739,992351,"Nanog Contest Puzzle"
991742,992354,"510: RosettaServer CASP ROLL Puzzle 1 Predictions "
991744,992356,"Freestyle Design: Variable Length"
991745,992357,"510b: RosettaServer CASP ROLL Puzzle 1 Predictions "
991752,992364,"HIV protease"
991761,992373,"511: CASP ROLL Target R0006"
991763,992375,"512: Electron Density 7"
991770,992382,"HIV protease"
991772,992384,"Freestyle Design 40"
991778,992390,"Freestyle Design: Variable Length"
991780,992392,"Freestyle Design: Variable Length"
991782,992394,"SEAL MYOGLOBIN"
991784,992396,"Moloney Murine Leukaemia Virus Matrix Protein "
991789,992401,"513: RosettaServer CASP ROLL R0005 Predictions"
991792,992404,"HIV protease"
991794,992406,"HIV protease"
991797,992409,"HIV protease"
991798,992410,"HIV protease"
991800,992412,"Testing Puzzle"
991802,992414,"Testing Puzzle"
991817,992429,"514: Top CASP ROLL R0005 Predictions"
991818,992430,"Beginner Puzzle: Anthrax Lethal Factor Protein"
991819,992431,"Beginner Puzzle (<15): Anthrax Lethal Factor Protein"
991820,992432,"Beginner Puzzle (<150): Anthrax Lethal Factor Protein"
991844,992456,"Freestyle Design: Variable Length"
991850,992462,"Freestyle Design: Variable Length"
991853,992465,"515: CASP ROLL Target R0007"
991854,992466,"516: RosettaServer CASP ROLL R0006 Predictions"
991857,992469,"Moloney Murine Leukaemia Virus Matrix Protein "
991859,992471,"Moloney Murine Leukaemia Virus Matrix Protein "
991866,992478,"517: CASP ROLL Target R0008"
991886,992498,"Freestyle Design 40"
991888,992500,"Beginner Alignment Puzzle"
991890,992502,"Testing Puzzle"
991892,992504,"HIV protease"
991894,992506,"HIV protease"
991895,992507,"518: Top CASP ROLL R0006 Predictions"
991899,992511,"Freestyle Design: Variable Length"
991903,992515,"Freestyle Design: Variable Length"
991915,992527,"CASP training puzzle"
991925,992537,"Freestyle Design: Variable Length"
991926,992538,"Freestyle Design 80"
991927,992539,"Freestyle Design 500"
991934,992546,"Moloney Murine Leukaemia Virus Matrix Protein "
991935,992547,"519: CASP ROLL Target R0009"
991942,992554,"Freestyle Design 80"
991944,992556,"Freestyle Design: Variable Length"
991949,992561,"520: RosettaServer CASP ROLL R0007 Predictions"
991950,992562,"521: RosettaServer CASP ROLL R0008 Predictions"
991952,992564,"GTPase Ras"
991961,992573,"Testing Puzzle"
991966,992578,"Freestyle Design: Variable Length"
991968,992580,"Freestyle Design 40"
991970,992582,"Freestyle Design: Variable Length"
991973,992585,"522: Flu Design Puzzle 5"
991982,992594,"Freestyle Design: Variable Length"
991985,992597,"522b: Flu Design Puzzle 5"
991988,992600,"Freestyle Design: Variable Length"
992000,992612,"Beginner Alignment Puzzle"
992008,992620,"Bonus Symmetry CASP ROLL R0007 Puzzle"
992012,992624,"GTPase Ras"
992016,992628,"523: CASP ROLL Target R0010 "
992022,992634,"HIV protease"
992026,992638,"524: Symmetry CASP ROLL R0008 Puzzle"
992034,992646,"Freestyle Design 500"
992035,992647,"Freestyle Design: Variable Length"
992040,992652,"525: RosettaServer CASP ROLL R0003 Predictions "
992054,992666,"HIV protease"
992058,992670,"SEAL MYOGLOBIN"
992062,992674,"524 test"
992064,992676,"Nanog Contest Puzzle"
992065,992677,"526: CASP ROLL Target R0011"
992073,992685,"Freestyle Design 500"
992079,992691,"527: CASP ROLL Target R0013"
992090,992702,"HIV protease"
992094,992706,"Freestyle Design 80"
992095,992707,"Freestyle Design: Variable Length"
992098,992710,"528: CASP ROLL Target R0014"
992109,992721,"Freestyle Design 40"
992114,992726,"Freestyle Design: Variable Length"
992119,992731,"post test"
992120,992732,"post test2"
992121,992733,"post test3"
992122,992734,"post test4"
992125,992737,"Short Beginner Puzzle (<150): T-cell Lymphoma "
992126,992738,"Short Beginner Puzzle (<15): T-cell Lymphoma "
992127,992739,"Short Beginner Puzzle: T-cell Lymphoma "
992128,992740,"529: CO2 and You!"
992148,992760,"Freestyle Design 40"
992156,992768,"Freestyle Design 40"
992157,992769,"530: RosettaServer CASP ROLL R0010"
992160,992772,"Freestyle Design 20"
992166,992778,"Freestyle Design: Variable Length"
992168,992780,"Freestyle Design: Variable Length"
992170,992782,"Freestyle Design: Variable Length"
992173,992785,"Freestyle Design 500"
992175,992787,"Freestyle Design: Variable Length"
992177,992789,"Freestyle Design: Variable Length"
992179,992791,"Freestyle Design: Variable Length"
992184,992796,"532: Beginner Flu Puzzle"
992185,992797,"532 (<15): Beginner Flu Puzzle"
992186,992798,"532 (<150): Beginner Flu Puzzle"
992187,992799,"531: RosettaServer CASP ROLL R0009"
992189,992801,"SEAL MYOGLOBIN"
992195,992807,"Freestyle Design 40"
992201,992813,"HIV protease"
992208,992820,"535: Electron Density Puzzle 8"
992210,992822,"533: RosettaServer CASP ROLL R0011"
992216,992828,"Freestyle Design 80"
992218,992830,"Freestyle Design 80"
992220,992832,"Freestyle Design 500"
992222,992834,"Freestyle Design 80"
992224,992836,"Freestyle Design 80"
992226,992838,"Freestyle Design 80"
992227,992839,"534: RosettaServer CASP ROLL R0013"
992243,992855,"Short Beginner Puzzle: Mycobacterium Tuberculosis Protein"
992244,992856,"Short Beginner Puzzle (<15): Mycobacterium Tuberculosis Protein"
992245,992857,"Short Beginner Puzzle (<150): Mycobacterium Tuberculosis Protein"
992259,992871,"Freestyle Design 80"
992262,992874,"Freestyle Design 80"
992263,992875,"536: CASP ROLL Target R0018"
992272,992884,"537: CO2andYouToo!"
992288,992900,"Freestyle Design 40"
992290,992902,"Freestyle Design 40"
992292,992904,"HIV protease"
992297,992909,"538: RosettaServer CASP ROLL R0014"
992299,992911,"Freestyle Design: Variable Length"
992309,992921,"539: Beginner Immunotherapy Design Puzzle"
992310,992922,"539 (<15): Beginner Immunotherapy Design Puzzle"
992311,992923,"539 (<150): Beginner Immunotherapy Design Puzzle"
992330,992942,"540: Flu Design Puzzle  6: Unfrozen again!"
992333,992945,"541: RosettaServer CASP ROLL R0018"
992335,992947,"Contest Template Test"
992338,992950,"Freestyle Design 40"
992342,992954,"Freestyle Design: Variable Length"
992344,992956,"Contest Template Test"
992346,992958,"Freestyle Design 500"
992348,992960,"HIV protease"
992351,992963,"542: Advanced Alignment Cutpoint Puzzle "
992359,992971,"Freestyle Design: Variable Length"
992361,992973,"Freestyle Design: Variable Length"
992363,992975,"Freestyle Design 40"
992365,992977,"Freestyle Design: Variable Length"
992374,992986,"Freestyle Design: Variable Length"
992376,992988,"543: Beginner Flu Puzzle 2"
992377,992989,"543 (<15): Beginner Flu Puzzle 2"
992378,992990,"543 (<150): Beginner Flu Puzzle 2"
992388,993000,"Freestyle Design 80"
992390,993002,"Contest Template Test"
992391,993003,"Freestyle Design 500"
992396,993008,"Freestyle Design 500"
992399,993011,"Nanog Contest Puzzle"
992403,993015,"Freestyle Design: Variable Length"
992406,993018,"Nanog Contest Puzzle"
992408,993020,"HIV protease"
992410,993022,"544: Electron Density Puzzle 8b"
992411,993023,"546: Beginner Flu Puzzle 3"
992420,993032,"Freestyle Design 80"
992426,993038,"Symmetry Preview"
992429,993041,"545: Beginner Flu Puzzle 3"
992431,993043,"545 (<15): Beginner Flu Puzzle 3"
992432,993044,"545 (<150): Beginner Flu Puzzle 3"
992442,993054,"546: Quest to the Alignment Puzzle"
992447,993059,"547: Electron Density Puzzle 8c"
992456,993068,"Freestyle Design 500"
992459,993071,"Freestyle Design 20"
992461,993073,"Freestyle Design 40"
992464,993076,"Freestyle Design 40"
992472,993084,"548: Pre-CASP blind Alignment Puzzle 1"
992484,993096,"Freestyle Design 80"
992486,993098,"HIV protease"
992488,993100,"SEAL MYOGLOBIN"
992489,993101,"Symmetry Preview: now with cutpoints!"
992493,993105,"549: Beginner Immunotherapy Design Puzzle 2"
992494,993106,"549 (<15): Beginner Immunotherapy Design Puzzle 2"
992495,993107,"549 (<150): Beginner Immunotherapy Design Puzzle 2"
992496,993108,"Foldit Player JackWeaver's solution for Puzzle 539 "
992497,993109,"Foldit Player Mark-'s solution for Puzzle 539 "
992499,993111,"Foldit Player Flagg65a's solution for Puzzle 539 "
992515,993127,"550: Pre-CASP blind Alignment Puzzle 2"
992518,993130,"HIV protease"
992520,993132,"HIV protease"
992524,993136,"551: Pre-CASP blind Alignment Puzzle 3"
992537,993149,"GTPase Ras"
992539,993151,"HIV protease"
992540,993152,"Moloney Murine Leukaemia Virus Matrix Protein "
992552,993164,"552: CASP10 Target T0644"
992568,993180,"549b Beginner Immunotherapy Design Puzzle 2 Repost"
992569,993181,"549b (<15): Beginner Immunotherapy Design Puzzle 2 Repost"
992570,993182,"549b (<150): Beginner Immunotherapy Design Puzzle 2 Repost"
992584,993196,"Beginner Puzzle: Anthrax Lethal Factor Protein"
992585,993197,"Beginner Puzzle (<15): Anthrax Lethal Factor Protein"
992586,993198,"Beginner Puzzle (<150): Anthrax Lethal Factor Protein"
992592,993204,"553: Symmetric Dimer Freestyle"
992604,993216,"Freestyle Design 40"
992605,993217,"Contest Template Test"
992606,993218,"Freestyle Design 40"
992607,993219,"Freestyle Design 20"
992608,993220,"Freestyle Design 80"
992609,993221,"Freestyle Design 40"
992611,993223,"GTPase Ras"
992613,993225,"Freestyle Design 20"
992615,993227,"Beginner Alignment Puzzle"
992617,993229,"554: Quest to the Native CASP ROLL Target R0007"
992618,993230,"554 (<15): Quest to the Native CASP ROLL Target R0007"
992619,993231,"554 (<150): Quest to the Native CASP ROLL Target R0007"
992622,993234,"Freestyle Design: Variable Length"
992625,993237,"555: Symmetric Beta Core Design Puzzle 1"
992632,993244,"556: CASP10 Target T0660"
992643,993255,"HIV protease"
992650,993262,"557: Quick CASP10 T0644 Puzzle"
992675,993287,"558: CASP10 Target T0668"
992679,993291,"Freestyle Design 40"
992681,993293,"Freestyle Design 80"
992695,993307,"HIV protease"
992698,993310,"559: CASP10 Target T0673"
992713,993325,"Freestyle Design 40"
992715,993327,"Freestyle Design 40"
992718,993330,"560: Quick CASP10 T0660 Puzzle"
992721,993333,"561: CASP10 Target T0678"
992726,993338,"Knotfind Test"
992732,993344,"Freestyle Design: Variable Length"
992734,993346,"Freestyle Design: Variable Length"
992736,993348,"Freestyle Design: Variable Length"
992742,993354,"Freestyle Design 20"
992743,993355,"Freestyle Design: Variable Length"
992747,993359,"562: Quick Symmetric CASP10 T0680 Puzzle"
992750,993362,"Help us pick the best starting model!"
992766,993378,"SEAL MYOGLOBIN"
992768,993380,"Freestyle Design 500"
992772,993384,"563: Server models for CASP10 T0668"
992778,993390,"564: CASP10 Target T0680"
992784,993396,"565: Server models for CASP10 T0673"
992790,993402,"Freestyle Design 80"
992794,993406,"alpha test post"
992797,993409,"566: CASP10 Target T0691"
992801,993413,"HIV protease"
992803,993415,"Testing Puzzle"
992810,993422,"567: Server models for T0678"
992815,993427,"HIV protease"
992817,993429,"HIV protease"
992819,993431,"Freestyle Design 40"
992821,993433,"Freestyle Design 500"
992822,993434,"Flu Puzzle Testing"
992835,993447,"Flu Puzzle Testing 2"
992836,993448,"568: Beginner CASP10 Refinement Puzzle: TR644"
992837,993449,"568 (<15): Beginner CASP10 Refinement Puzzle: TR644"
992838,993450,"568 (<150): Beginner CASP10 Refinement Puzzle: TR644"
992844,993456,"Testing Puzzle"
992848,993460,"569: Server models for T0680"
992854,993466,"GTPase Ras"
992868,993480,"570: CASP10 Target T0700"
992869,993481,"Tissue Regeneration Puzzle"
992879,993491,"571: Tissue Regeneration Design Puzzle"
992880,993492,"571 (<15): Tissue Regeneration Design Puzzle"
992881,993493,"571 (<150): Tissue Regeneration Design Puzzle"
992896,993508,"572: Server models for T0691"
992901,993513,"Freestyle Design 80"
992908,993520,"Refinement normal start"
992909,993521,"Refinement with constraints"
992910,993522,"Refinement with modified start"
992911,993523,"Refinement with VERY modified start"
992912,993524,"Refinement with extended modified start"
992913,993525,"Beginner Puzzle: Snow Flea Antifreeze Protein"
992914,993526,"Beginner Puzzle (<150): Snow Flea Antifreeze Protein"
992915,993527,"Beginner Puzzle (<15): Snow Flea Antifreeze Protein"
992917,993529,"573: Advanced CASP10 Refinement Puzzle: TR663"
992921,993533,"573b: Advanced CASP10 Refinement Puzzle: TR663"
992923,993535,"574: CASP10 Target T0709"
992928,993540,"HIV protease"
992930,993542,"Freestyle Design: Variable Length"
992933,993545,"Flu Puzzle Testing 3"
992940,993552,"Freestyle Design 500"
992941,993553,"575: Server models for T0700"
992944,993556,"Freestyle Design 500"
992952,993574,"576: CASP10 Refinement Puzzle: TR661"
992956,993582,"Flu Puzzle Testing 4"
992963,993592,"Freestyle Design: Variable Length"
992964,993593,"578: Beginner Flu Puzzle 4"
992965,993594,"578 (<15): Beginner Flu Puzzle 4"
992966,993595,"578 (<150): Beginner Flu Puzzle 4"
992970,993601,"577: CASP10 Refinement Puzzle: TR688"
992974,993605,"HIV protease"
992976,993607,"HIV protease"
992980,993611,"Freestyle Design: Variable Length"
992982,993613,"Freestyle Design: Variable Length"
992984,993615,"579: Beginner CASP10 Refinement Puzzle: TR662"
992985,993616,"579 (<15): Beginner CASP10 Refinement Puzzle: TR662"
992986,993617,"579 (<150): Beginner CASP10 Refinement Puzzle: TR662"
992988,993619,"580: Quick CASP10 Refinement Puzzle: TR663"
992993,993624,"581: CASP10 Target T0711"
993002,993633,"CASP9 Target 611 residue protein"
993010,993645,"582: Beginner CASP10 Refinement Puzzle: TR674"
993011,993646,"582 (<15): Beginner CASP10 Refinement Puzzle: TR674"
993012,993647,"582 (<150): Beginner CASP10 Refinement Puzzle: TR674"
993020,993655,"583: Large CASP10 Refinement Puzzle: TR689"
993025,993660,"Freestyle Design 40"
993026,993661,"584: Advanced CASP10 Refinement Puzzle: TR679"
993036,993671,"585: CASP10 Target T0722"
993037,993672,"586: Large CASP10 Refinement Puzzle: TR681"
993052,993687,"587: 30 Residue Symmetric Dimer Freestyle"
993053,993688,"595: 30 Residue Symmetric Trimer Freestyle"
993054,993689,"40 Residue Symmetric Dimer Freestyle"
993056,993691,"WXCXW Symmetric Dimer"
993058,993693,"Beginner Alignment Puzzle"
993059,993694,"Native Solved Structure for TR688"
993060,993695,"Native Solved Structure for TR663"
993069,993704,"GTPase Ras"
993072,993707,"588: Normal Start CASP10 Refinement Puzzle: TR679"
993086,993721,"589: Server models for T0722"
993089,993724,"590: CASP10 Target T0728"
993092,993728,"591: Beginner CASP10 Refinement Puzzle: TR671"
993093,993729,"591 (<15): Beginner CASP10 Refinement Puzzle: TR671"
993094,993730,"591 (<150): Beginner CASP10 Refinement Puzzle: TR671"
993100,993738,"592: CASP10 Target T0730"
993104,993742,"Freestyle Design 40"
993106,993744,"Beginner Alignment Puzzle"
993108,993746,"593: Server models for T0728"
993117,993755,"594: Server models for T0730"
993121,993762,"Testing Puzzle"
993123,993764,"HIV protease"
993127,993768,"597: 50 Residue Symmetric Dimer Freestyle"
993128,993769,"598: CASP10 Refinement Puzzle: TR712"
993130,993771,"596: CASP10 Target T0740"
993133,993774,"Freestyle Design 40"
993135,993776,"Freestyle Design: Variable Length"
993137,993778,"600: CASP10 Target T0743"
993141,993782,"Freestyle Design 80"
993150,993791,"599: Server models for T0740"
993155,993796,"601: CASP10 Refinement Puzzle: TR723"
993156,993797,"601 (<15): CASP10 Refinement Puzzle: TR723"
993157,993798,"601 (<150): CASP10 Refinement Puzzle: TR723"
993176,993817,"Freestyle Design: Variable Length"
993180,993821,"WXCXW V2"
993183,993824,"Beginner Puzzle: Potato Multicystatin"
993184,993825,"Beginner Puzzle (<15): Potato Multicystatin"
993185,993826,"Beginner Puzzle (<150): Potato Multicystatin"
993194,993835,"602: Server models for T0743"
993201,993842,"603: CASP10 Refinement Puzzle: TR705"
993202,993843,"603 (<15): CASP10 Refinement Puzzle: TR705"
993203,993844,"603 (<150): CASP10 Refinement Puzzle: TR705"
993210,993851,"604: CASP10 Refinement Puzzle: TR698"
993217,993858,"605: CASP10 Refinement Puzzle: TR710"
993225,993866,"Freestyle Design 40"
993227,993868,"606: Large CASP10 Refinement Puzzle: TR708"
993229,993870,"625: Sepsis Puzzle"
993231,993872,"Sugar Binding Puzzle"
993237,993878,"HIV protease"
993240,993881,"Freestyle Design 40"
993241,993882,"Freestyle Design 40"
993242,993883,"GTPase Ras"
993244,993885,"607: Beginner CASP10 Refinement Puzzle: TR747"
993245,993886,"607 (<15): Beginner CASP10 Refinement Puzzle: TR747"
993246,993887,"607 (<150): Beginner CASP10 Refinement Puzzle: TR747"
993251,993892,"608: Symmetric CASP10 Refinement Puzzle: TR722"
993259,993900,"609: Beginner CASP10 Refinement Puzzle: TR696 "
993260,993901,"609 (<15): Beginner CASP10 Refinement Puzzle: TR696"
993261,993902,"609 (<150): Beginner CASP10 Refinement Puzzle: TR696"
